,Freq,Calls,Date,Prop,Country,City,State,Miles
1881,97.9,WIYY,2005-04-11,T,,Baltimore,MD,
1902,98.1,WOCM,2006-06-01,T,,Selbyville,DE,119.0
1899,98.1,WHWK,2010-05-26,T,,Binghamton,NY,147.0
1898,98.1,WFGY,2010-05-26,T,,Altoona,PA,195.0
1896,98.1,WCTK,2005-06-02,T,,New Bedford,MA,227.0
1905,98.1,WTVR,2006-08-18,T,,Richmond,VA,228.0
1901,98.1,WOBX,2007-07-25,T,,Manteo,NC,297.0
1895,98.1,WBRF,2011-10-08,T,,Galax,VA,409.0
1900,98.1,WNUE,2008-07-09,E,,Titusville,FL,851.0
1904,98.1,WTKE,2008-06-23,E,,Holt,FL,944.0
1894,98.1,KMBZ,2014-07-01,E,,Kansas City,MO,1050.0
1897,98.1,WDGL,2007-05-09,E,,Baton Rouge,LA,1142.0
2953,98.1,KTPB,2016-07-12,Es,USA,Altheimer,AR,1023
894,98.1,KTAL,2015-06-30,Es,USA,Texarkana,TX,1175
3249,98.1,WWLS,2016-07-12,Es,USA,The Village,OK,1278
5830,98.1,KSKZ,2019-07-20,Es,USA,Copeland,KS,1390
2232,98.1,KVET,2016-04-28,Es,USA,Austin,TX,1458
3983,98.1,WKZE,2016-10-08,Tropo,USA,Salisbury,CT,152
903,98.1,WHZT,2015-06-30,Es,USA,Williamston,SC,581
2011,98.1,WMGP,2015-12-30,Es,USA,Hogansville,GA,739
6187,98.1,WQHL,2015-08-11,Es,USA,Live Oak,FL,810
278,98.1,WTXT,2015-05-14,Es,USA,Fayette,AL,854
3086,98.1,WXMX,2016-07-12,Es,USA,Memphis,TN,891
6320,98.1,WHWY,2015-08-11,Es,USA,Shalimar,FL,938
1903,98.1,WOGL,2005-04-11,G,,Philadelphia,PA,
1937,98.3,WSUL,2006-06-20,T,,Monticello,NY,107.0
1940,98.3,WWBE,2007-10-05,T,,Mifflintown,PA,128.0
1936,98.3,WSMD,2005-06-25,T,,Mechanicsville,MD,158.0
1928,98.3,WILI,2008-04-22,T,,Willimantic,CT,172.0
1927,98.3,WHRF,2012-08-24,T,,Belle Haven,VA,176.0
1931,98.3,WKSI,2007-10-05,T,,Stephens City,VA,196.0
1925,98.3,WDLZ,2010-08-08,T,,Murfreesboro,NC,284.0
1908,98.3,CFLY,2014-06-16,T,,Kingston,ON,312.0
1932,98.3,WLUS,2008-09-21,T,,Clarksville,VA,323.0
1939,98.3,WUIN,2017-06-13,E,,Oak Island,NC,448.0
1926,98.3,WGCO,2010-06-02,E,,Midway,GA,692.0
1934,98.3,WRBF,2014-07-14,E,,Hamilton,Bermuda,775.0
1919,98.3,WBFA,2008-06-23,E,,Fort Mitchell,AL,782.0
1909,98.3,CHER,2010-05-14,E,,Sydney,NS,844.0
1922,98.3,WCQM,2006-07-11,E,,Park Falls,WI,883.0
1913,98.3,KQYB,2007-05-11,E,,Spring Grove,MN,904.0
1911,98.3,KFCM,2012-07-24,E,,Ash Flat,AR,940.0
1941,98.3,WWRZ,2006-06-18,E,,Fort Meade,FL,950.0
1921,98.3,WCKK,2010-06-18,E,,Carthage,MS,964.0
1923,98.3,WDFX,2008-05-29,E,,Cleveland,MS,976.0
1916,98.3,KWQW,2008-07-10,E,,Boone,IA,992.0
1924,98.3,WDLT,2006-06-18,E,,Chicksaw,AL,1002.0
1935,98.3,WRTO,2007-07-14,E,,Goulds,FL,1058.0
1920,98.3,WBJI,2010-07-04,E,,Blackduck,MN,1117.0
1915,98.3,KUQL,2007-06-26,E,,Wessington Springs,SD,1234.0
1907,98.3,CBW,2008-06-09,E,,Winnipeg,MB,1287.0
1914,98.3,KQZQ,2012-06-12,E,,Kiowa,KS,1291.0
1917,98.3,KYNU,2005-06-18,E,,Carrington,ND,1298.0
1910,98.3,KBOC,2009-06-12,E,,Bridgeport,TX,1333.0
309,98.3,WJDR,2015-05-14,Es,USA,Prentiss,MS,1030
155,98.3,KZRZ,2015-05-14,Es,USA,Monroe,LA,1083
4629,98.3,WMIM,2017-07-27,Es,USA,Toledo,MI,476
6301,98.3,WHHD,2015-08-11,Es,USA,Clearwater,SC,601
4371,98.3,WCXT,2017-06-25,Es,USA,South Haven,MI,629
5204,98.3,WQXE,2018-06-20,Es,USA,Elizabethtown,KY,629
3739,98.3,WLCS,2016-07-12,Es,USA,North Muskegon,MI,638
4227,98.3,WCCQ,2017-06-13,Es,USA,Channahon,IL,715
5942,98.3,WKEA,2015-08-11,Es,USA,Scottsboro,AL,720
4228,98.3,WWHP,2017-06-13,Es,USA,Farmer City,IL,735
3291,98.3,WSVZ,2016-07-12,Es,USA,Tower Hill,IL,762
4238,98.3,WFXO,2017-06-13,Es,USA,Ashland,AL,767
4221,98.3,WJLI,2017-06-13,Es,USA,Metropolis,IL,779
2550,98.3,W252BE,2016-06-29,Es,USA,Centerville,AL,803
1977,98.3,WLVM,2015-12-30,Es,USA,Chickasaw,AL,998
1930,98.3,WKJY,2005-04-11,T,,Hempstead,NY,
1933,98.3,WMGQ,2005-04-11,G,,New Brunswick,NJ,
1938,98.3,WTKU,2005-04-11,T,,Ocean City,NJ,
1984,98.5,WZFI-LP,2012-05-20,T,,Bridgeton,NJ,54.0
1961,98.5,WCTW,2006-05-31,T,,Catskill,NY,152.0
1960,98.5,WCKM,2013-10-16,T,,Lake George,NY,234.0
1959,98.5,WBZ,2005-06-02,T,,Boston,MA,239.0
1968,98.5,WGYI,2019-07-15,T,,Oil City,PA,285.0
1973,98.5,WKSE,2005-10-05,T,,Niagara Falls,NY,295.0
1964,98.5,WDWG,2012-05-20,T,,Rocky Mount,NC,334.0
1976,98.5,WNCX,2007-09-18,T,,Cleveland,OH,373.0
1965,98.5,WEBB,2013-09-21,T,,Waterville,ME,405.0
1962,98.5,WDAI,2013-06-21,T,,Pawleys Island,SC,508.0
1975,98.5,WMYK,2013-07-26,E,,Peru,IN,592.0
1979,98.5,WSB,2008-07-22,E,,Atlanta,GA,685.0
1969,98.5,WIBQ,2013-07-26,E,,Paris,IL,686.0
1978,98.5,WQLH,2013-07-26,E,,Green Bay,WI,748.0
1981,98.5,WXXQ,2010-07-04,E,,Freeport,IL,769.0
1977,98.5,WPIA,2008-06-27,E,,Eureka,IL,772.0
1952,98.5,KTJJ,2008-07-22,E,,Farmington,MO,861.0
1974,98.5,WKTK,2007-07-05,E,,Crystal River,FL,869.0
1985,98.5,WZLQ,2006-06-10,E,,Tupelo,MS,890.0
1980,98.5,WSBH,2008-07-09,E,,Satellite Beach,FL,893.0
1966,98.5,WFSY,2007-07-14,E,,Panama City,FL,895.0
1970,98.5,WINL,2011-07-01,E,,Linden,AL,907.0
1947,98.5,KOEL,2008-07-31,E,,Cedar Falls,IA,926.0
1942,98.5,CIOS,2008-06-27,E,,Stephenville,NF,988.0
1951,98.5,KTIS,2007-06-26,E,,Minneapolis,MN,990.0
1945,98.5,KCHI,2008-05-28,E,,Chillicothe,MO,997.0
1957,98.5,KWKJ,2010-06-19,E,,Windsor,MO,1004.0
1963,98.5,WDEO,2007-07-14,E,,San Carlos Park,FL,1024.0
1954,98.5,KURB,2006-06-29,E,,Little Rock,AR,1035.0
1948,98.5,KQKQ,2007-06-26,E,,Council Bluffs,IA,1108.0
1983,98.5,WYLD,2006-05-26,E,,New Orleans,LA,1110.0
1955,98.5,KVOO,2006-06-10,E,,Tulsa,OK,1185.0
1950,98.5,KSAJ,2006-06-10,E,,Abilene,KS,1196.0
1946,98.5,KGAP,2007-07-28,E,,Clarksville,TX,1201.0
1953,98.5,KTJM,2007-06-25,E,,Port Arthur,TX,1309.0
1943,98.5,KACO,2008-06-12,E,,Apache,OK,1335.0
1949,98.5,KRKU,2007-06-26,E,,McCook,NE,1362.0
1956,98.5,KWBY,2012-06-12,E,,Ranger,TX,1431.0
1944,98.5,KBBT,2013-07-14,E,,Schertz,TX,1534.0
1986,98.5,XHMT,2007-06-19,E,,Merida,MX,1579.0
2862,98.5,KRGL,2016-07-12,Es,USA,Ringgold,LA,1154
5946,98.5,WTFM,2015-08-11,Es,USA,Kingsport,TN,470
5358,98.5,WRRM,2018-06-20,Es,USA,Cincinnati,OH,529
6253,98.5,WOMG,2015-08-11,Es,USA,Lexington,SC,549
4357,98.5,WNWN,2017-06-25,Es,USA,Coldwater,MI,559
5133,98.5,WQKZ,2018-06-20,Es,USA,Ferdinand,IN,663
1982,98.5,WYCR,2005-04-11,T,,York,PA,
1972,98.5,WKRZ,2005-04-11,G,,Freeland,PA,
1967,98.5,WGBG,2005-04-11,T,,Seaford,DE,
1971,98.5,WKMK,2005-04-11,G,,Ocean Acres,NJ,
1958,98.5,WBON,2005-04-11,T,,Westhampton,NY,
2008,98.7,WMZQ,2005-05-07,T,,Washington,DC,154.0
2009,98.7,WNLC,2005-06-26,T,,East Lyme,CT,167.0
2007,98.7,WLZW,2011-09-25,T,,Utica,NY,210.0
2001,98.7,WINQ,2008-07-28,T,,Winchester,NH,231.0
2011,98.7,WNOR,2005-06-23,T,,Norfolk,VA,240.0
2003,98.7,WKFY,2013-09-20,T,,East Harwich,MA,274.0
2013,98.7,WSMW,2008-09-21,T,,Greensboro,NC,399.0
2005,98.7,WLGD,2008-07-13,T,,Jacksonville,NC,416.0
2015,98.7,WYKZ,2010-06-02,E,,Beaufort,SC,637.0
2000,98.7,WFMT,2007-05-11,E,,Chicago,IL,680.0
2010,98.7,WNNS,2013-07-26,E,,Springfield,IL,794.0
1996,98.7,WAKX,2013-07-12,E,,Palm Coast,FL,817.0
1993,98.7,KMGO,2013-07-26,E,,Centerville,IA,950.0
2004,98.7,WKGR,2006-06-18,E,,Fort Pierce,FL,955.0
2006,98.7,WLLD,2007-05-31,E,,Holmes Beach,FL,963.0
2014,98.7,WYCT,2006-06-18,E,,Pensacola,FL,966.0
1995,98.7,KWTO,2007-05-22,E,,Springfield,MO,1019.0
2002,98.7,WJKK,2008-07-07,E,,Vicksburg,MS,1026.0
1987,98.7,ZNY,2010-05-14,E,,Nassau,Bahamas,1049.0
1990,98.7,KISD,2008-07-26,E,,Pipestone,MN,1113.0
1998,98.7,WCNK,2013-07-12,E,,Key West,FL,1134.0
1988,98.7,CBQX,2010-07-04,E,,Kenora,ON,1166.0
1991,98.7,KKST,2009-07-07,E,,Oakdale,LA,1173.0
1994,98.7,KQWB,2006-06-08,E,,Moorhead,MN,1181.0
1992,98.7,KLUV,2007-05-22,E,,Dallas,TX,1334.0
1989,98.7,KACL,2008-06-09,E,,Bismarck,ND,1372.0
6171,98.7,KLBQ,2015-08-11,Es,USA,El Dorado,AR,1098
2451,98.7,CBYM,2016-06-11,Es,CAN,Mount St. Margaret,NL,1152
2445,98.7,CKXD,2016-06-11,Es,CAN,Gander,NL,1163
5991,98.7,KNSS,2015-08-11,Es,USA,Clearwater,KS,1244
2132,98.7,KZAM,2015-12-31,Es,USA,Pleasant Valley,TX,1379
4598,98.7,WOVK,2017-07-27,Tropo,USA,Wheeling,WV,324
5146,98.7,WYRO,2018-06-20,Es,USA,McArthur,OH,425
3705,98.7,WDZH,2016-07-12,Es,USA,Detroit,MI,474
5982,98.7,WOKI,2015-08-11,Es,USA,Oliver Springs,TN,573
6407,98.7,WPCZ-LP,2015-08-11,Es,USA,Demorest,GA,610
3725,98.7,WFGR,2016-07-12,Es,USA,Grand Rapids,MI,610
4636,98.7,WASK,2017-07-27,Es,USA,Battle Ground,IN,645
3773,98.7,WLDN,2016-07-12,Es,USA,Ludington,MI,666
5986,98.7,WHOP,2015-08-11,Es,USA,Hopkinsville,KY,725
4310,98.7,WMDC,2017-06-25,Es,USA,Mayville,WI,755
6280,98.7,WISK,2015-08-11,Es,USA,Americus,GA,759
337,98.7,WBHK,2015-05-14,Es,USA,Hoover,AL,803
2408,98.7,WGCQ,2016-06-09,Es,USA,Hayti,MO,854
6001,98.7,WNEV,2015-08-11,Es,USA,Friars Point,MS,956
3588,98.7,KSMA,2016-07-12,Es,USA,Osage,IA,977
1999,98.7,WCZT,2005-04-11,T,,Villas,NJ,
2012,98.7,WRKS,2005-04-11,G,,New York,NY,
2025,98.9,WSBY,2005-06-24,T,,Salisbury,MD,133.0
2024,98.9,WORC,2012-08-27,T,,Webster,MA,197.0
2020,98.9,WCLZ,2005-10-03,T,,Brunswick,ME,360.0
2016,98.9,CJFX,2010-05-29,E,,Antigonish,NS,746.0
2018,98.9,WBAM,2008-05-29,E,,Birmingham,AL,828.0
2019,98.9,WBZE,2010-06-02,E,,Tallahassee,FL,853.0
2023,98.9,WMMO,2008-07-09,E,,Orlando,FL,883.0
2022,98.9,WGUF,2008-07-09,E,,Marco,FL,1049.0
2017,98.9,KZPK,2011-06-10,E,,Paynesville,MN,1064.0
970,98.9,KTUX,2015-06-30,Es,USA,Carthage,TX,1194
3231,98.9,KYIS,2016-07-12,Es,USA,Oklahoma City,OK,1278
1588,98.9,WLFV,2015-09-06,Tropo,USA,Lakeside,VA,219
5491,98.9,WWIK,2018-07-09,Tropo,USA,McClellanville,SC,535
2292,98.9,WKIM,2016-04-28,Es,USA,Memphis,TN,891
5952,98.9,WLYJ,2015-08-11,Es,USA,Quitman,MS,951
2026,98.9,WUSL,2005-04-11,G,,Philadelphia,PA,
2047,99.1,WPLR,2005-04-11,T,,New Haven,CT,132.0
2040,99.1,WAAL,2005-10-05,T,,Binghamton,NY,147.0
2051,99.1,WXGM,2007-07-24,T,,Gloucester,VA,210.0
2048,99.1,WRKW,2018-07-01,T,,Edensburg,PA,220.0
2050,99.1,WVOD,2007-07-25,T,,Manteo,NC,299.0
2049,99.1,WSLQ,2005-06-26,T,,Roanoke,VA,352.0
2027,99.1,CBLA,2014-08-30,T,,Toronto,ON,356.0
2039,99.1,KYOO,2015-06-23,E,,Half Way,MO,1009.0
2043,99.1,WEDR,2007-05-13,E,,Miami,FL,1026.0
2044,99.1,WKNN,2010-06-02,E,,Pascagoula,MS,1026.0
2031,99.1,KEEZ,2011-04-27,E,,Mankato,MN,1033.0
2034,99.1,KMAG,2012-07-24,E,,Fort Smith,AR,1140.0
2037,99.1,KXKC,2008-07-01,E,,New Iberia,LA,1175.0
2038,99.1,KXLG,2015-06-22,E,,Huron,SD,1185.0
2029,99.1,CKIX,2008-07-07,E,,St. John's,NF,1208.0
2028,99.1,CJGV,2010-07-04,E,,Winnipeg,MB,1271.0
2033,99.1,KFZO,2012-06-12,E,,Denton,TX,1338.0
2035,99.1,KODA,2011-07-24,E,,Houston,TX,1376.0
2030,99.1,HIMM,2015-06-03,E,,Santiago,DR,1429.0
678,99.1,KMA,2015-06-23,Es,USA,Shenandoah,IA,1065
795,99.1,KSEK,2015-06-23,Es,USA,Girard,KS,1099
2251,99.1,KVMZ,2016-04-28,Es,USA,Waldo,AR,1122
5665,99.1,KSOO,2019-06-05,Es,USA,Lennox,SD,1164
3357,99.1,KTLI,2016-07-12,Es,USA,El Dorado,KS,1204
163,99.1,KFAH,2015-05-14,Es,USA,Pineland,TX,1233
369,99.1,Mortal,2015-06-03,Es,DOM,Santiago de los Caballeros,sto,169
43,99.1,WZFX,2014-08-27,Tropo,USA,Whiteville,NC,421
3706,99.1,WFMK,2016-07-12,Es,USA,Lansing,MI,545
5987,99.1,WNML,2015-08-11,Es,USA,Friendsville,TN,586
5995,99.1,WHSX,2015-08-11,Es,USA,Edmonton,KY,620
6302,99.1,WDEN,2015-08-11,Es,USA,Macon,GA,696
3573,99.1,WMYX,2016-07-12,Es,USA,Milwaukee,WI,725
6412,99.1,WAHR,2015-08-11,Es,USA,Decatur,AL,744
6112,99.1,WQIK,2015-08-11,Es,USA,Jacksonville,FL,768
346,99.1,WDGM,2015-05-14,Es,USA,Greensboro,AL,866
3487,99.1,KSKB,2016-07-12,Es,USA,Brooklyn,IA,932
6108,99.1,WWOJ,2015-08-11,Es,USA,Sebring,FL,940
3774,99.1,WKFX,2016-07-12,Es,USA,Rice Lake,WI,953
3417,99.1,KDWD,2016-07-12,Es,USA,Marceline,MO,969
979,99.1,WYMX,2015-06-30,Es,USA,Indianola,MS,970
2041,99.1,WAWZ,2005-04-11,G,,Zarepath,NJ,
2046,99.1,WPLM,2005-04-11,T,,Plymouth,MA,
2045,99.1,WLZL,2005-04-11,T,,Annapolis,MD,
2100,99.3,WZXR,2007-10-05,T,,South Williamsport,PA,136.0
2090,99.3,WLZX,2005-10-03,T,,Northampton,MA,191.0
2079,99.3,WFQX,2006-07-12,T,,Front Royal,VA,204.0
2098,99.3,WYSK,2006-08-18,T,,Spotsylvania,VA,207.0
2088,99.3,WLLW,2007-08-10,T,,Seneca Falls,NY,227.0
2086,99.3,WKJM,2005-06-26,T,,Petersburg,VA,243.0
2093,99.3,WOXX,2007-08-29,T,,Franklin,PA,283.0
2095,99.3,WQDK,2008-09-21,T,,Gatesville,NC,285.0
2077,99.3,WBQQ,2008-07-12,T,,Kennebunk,ME,319.0
2054,99.3,CJBC-4,2007-09-03,T,,London,ON,392.0
2087,99.3,WKMO,2010-07-04,E,,Lebanon Junction,KY,614.0
2055,99.3,CKGB,2009-06-30,E,,Timmins,ON,660.0
2053,99.3,CFAN,2010-05-14,E,,Miramichi City,NB,661.0
2084,99.3,WKCN,2005-07-08,E,,Lumpkin,GA,777.0
2061,99.3,KCGQ,2008-07-06,E,,Gordonville,MO,820.0
2078,99.3,WBVV,2008-05-29,E,,Guntown,MS,855.0
2085,99.3,WKEB,2010-06-17,E,,Medford ,WI,861.0
2063,99.3,KDST,2007-06-26,E,,Dyersville,IA,866.0
2097,99.3,WXRA,2009-05-03,E,,Inglis,FL,872.0
2089,99.3,WLRQ,2007-07-23,E,,Cocoa,FL,884.0
2074,99.3,KWNO,2008-07-26,E,,Rushford,MN,906.0
2091,99.3,WMFC,2006-06-10,E,,Monroeville,AL,917.0
2094,99.3,WPBH,2006-07-12,E,,Mexico Beach,FL,917.0
2072,99.3,KWAY,2007-05-11,E,,Waverly,IA,931.0
2062,99.3,KCLR,2006-06-10,E,,Boonville,MO,950.0
2071,99.3,KUNQ,2007-05-22,E,,Houston,MO,953.0
2059,99.3,KAPW,2009-06-12,E,,Cotton Plant,AR,954.0
2080,99.3,WHER,2007-05-09,E,,Heidelsburg,MS,991.0
2064,99.3,KFFF,2008-07-10,E,,Boone,IA,1001.0
2082,99.3,WJBX,2006-05-28,E,,Fort Myers,FL,1026.0
2067,99.3,KKBZ,2007-06-26,E,,Clarinda,IA,1068.0
2075,99.3,KXRZ,2008-07-22,E,,Alexandria,MN,1102.0
2065,99.3,KGVE,2009-07-09,E,,Grove,OK,1106.0
2073,99.3,KWIC,2006-06-10,E,,Topeka,KS,1116.0
2070,99.3,KPCH,2005-07-08,E,,Ruston,LA,1123.0
2068,99.3,KKDQ,2007-06-26,E,,Thief River Falls,MN,1197.0
2069,99.3,KLOR,2006-06-10,E,,Ponca City,OK,1223.0
2056,99.3,CMEV,2008-07-02,E,,Santa Clara,Cuba,1233.0
2058,99.3,KAJK,2007-05-22,E,,White Oak,TX,1234.0
2057,99.3,KADA,2007-05-22,E,,Ada,OK,1257.0
2066,99.3,KHZY,2008-06-27,E,,Overton,NE,1310.0
2060,99.3,KCDL,2006-06-10,E,,Cordell,OK,1355.0
2101,99.3,XHPOP,2015-06-23,E,,Mexico City,MX,2026.0
287,99.3,WWCN,2015-05-14,Es,USA,Fort Myers Beach,FL,1014
2277,99.3,KHUC,2016-04-28,Es,USA,Pine Bluff,AR,1028
5528,99.3,WZAX,2018-07-14,Tropo,USA,Nashville,NC,325
6316,99.3,WBT,2015-08-11,Es,USA,Chester,SC,504
5499,99.3,WWKT,2018-07-09,Tropo,USA,Kingstree,SC,507
5897,99.3,WATZ,2019-09-20,Tropo,USA,Alpena,MI,568
4621,99.3,WBET,2017-07-27,Es,USA,Sturgis,MI,577
4654,99.3,WCJC,2017-07-27,Es,USA,Marion,IN,580
3652,99.3,WJQK,2016-07-12,Es,USA,Zeeland,MI,619
5992,99.3,WPBX,2015-08-11,Es,USA,Crossville,TN,620
6002,99.3,WVLE,2015-08-11,Es,USA,Scottsville,KY,660
570,99.3,WOWN,2015-06-21,Es,USA,Shawano,WI,774
3050,99.3,WZLT,2016-07-12,Es,USA,Lexington,TN,804
3611,99.3,WDMP,2016-07-12,Es,USA,Dodgeville,WI,827
6010,99.3,KTPG,2015-08-11,Es,USA,Paragould,AR,910
324,99.3,WLAU,2015-05-14,Es,USA,Heidelberg,MS,989
2083,99.3,WJZS,2005-04-11,T,,Block Island,RI,
2096,99.3,WVES,2005-04-11,T,,Accomac,VA,
2099,99.3,WZBZ,2005-04-11,G,,Pleasantville,NJ,
2076,99.3,W257AI,2005-04-11,T,,Allentown,PA,
2081,99.3,WHKF,2005-04-11,T,,Harrisburg,PA,
2121,99.5,WUSR,2010-10-28,T,,Scranton,PA,103.0
2113,99.5,WIHT,2005-06-25,T,,Washington,DC,147.0
2116,99.5,WLTS,2007-08-25,T,,Centre Hall,PA,162.0
2119,99.5,WRVE,2011-07-21,T,,Schenectady,NY,179.0
2111,99.5,WCRB,2007-07-26,T,,Lowell,MA,255.0
2112,99.5,WDCX,2005-10-05,T,,Buffalo,NY,270.0
2122,99.5,WXNR,2007-09-06,T,,Grifton,NC,364.0
2120,99.5,WUSN,2010-06-24,E,,Chicago,IL,679.0
2115,99.5,WKSM,2008-05-29,E,,Fort Walton Beach,FL,944.0
2117,99.5,WQYK,2007-05-31,E,,St. Petersburg,FL,947.0
2108,99.5,WAFC,2010-05-03,E,,Palm Beach Gardens,FL,971.0
2106,99.5,KSJN,2010-06-17,E,,Minneapolis,MN,995.0
2118,99.5,WRNO,2009-06-12,E,,New Orleans,LA,1104.0
2102,99.5,KKMA,2010-06-24,E,,La Mars,IA,1122.0
2105,99.5,KPRW,2011-06-10,E,,Perham,MN,1125.0
2109,99.5,WAIL,2008-07-07,E,,Key West,FL,1137.0
2107,99.5,KUTT,2010-06-24,E,,Fairbury,NE,1168.0
2104,99.5,KPLX,2008-07-22,E,,Fort Worth,TX,1334.0
2103,99.5,KOLY,2012-06-10,E,,Mobridge,SD,1341.0
384,99.5,Global,2015-06-03,Es,Bahamas,Nassau,Bahamas,189
44,99.5,WYTT,2014-08-27,Tropo,USA,Emporia,VA,273
1607,99.5,WMAG,2015-09-06,Tropo,USA,High Point,NC,395
3707,99.5,WYCD,2016-07-12,Es,USA,Detroit,MI,476
5875,99.5,W258BM,2019-08-23,Tropo,USA,Bethlehem,PA,61
5947,99.5,WZRR,2015-08-11,Es,USA,Birmingham,AL,806
2641,99.5,WLLY,2016-07-12,Es,USA,Hobe Sound,FL,957
2110,99.5,WBAI,2005-04-11,G,,New York,NY,
2114,99.5,WJBR,2005-04-11,G,,Wilmington,DE,
2158,99.7,WSPI,2005-05-13,T,,Mt. Carmel,PA,100.0
2142,99.7,WBGK,2012-05-16,T,,Newport Village,NY,209.0
2167,99.7,WZXV,2012-08-07,T,,Palmyra,NY,243.0
2144,99.7,WCYK,2005-06-26,T,,Staunton,VA,258.0
2153,99.7,WNTK,2005-10-03,T,,New London,NH,270.0
2157,99.7,WSHH,2010-08-13,TM,,Pittsburgh,PA,276.0
2156,99.7,WRKZ,2008-09-23,TM,,Columbus,OH,435.0
2155,99.7,WRFX,2008-08-22,TM,,Kannapolis,NC,464.0
2147,99.7,WGCK,2010-09-18,T,,Coeburn,VA,473.0
2159,99.7,WUGN,2008-09-22,TM,,Midland,MI,554.0
2164,99.7,WXST,2008-06-29,E,,Hollywood,SC,576.0
2145,99.7,WDJX,2010-08-12,M,,Louisville,KY,603.0
2162,99.7,WWWQ,2008-06-29,EM,,Atlanta,GA,683.0
2161,99.7,WWTN,2006-06-29,EM,,Nashville,TN,704.0
2166,99.7,WZBY,2008-06-29,EM,,Sturgeon Bay,WI,724.0
2163,99.7,WXAJ,2008-06-29,EM,,Hillsboro,IL,784.0
2154,99.7,WOOF,2006-06-18,E,,Dothan,AL,848.0
2127,99.7,KBEA,2007-05-11,EM,,Muscatine,IA,851.0
2160,99.7,WWIS,2010-12-13,M,,Black River Falls,WI,871.0
2141,99.7,W259AS,2010-06-02,E,,Lady Lake,FL,872.0
2148,99.7,WIMI,2008-06-29,E,,Ironwood,MI,888.0
2152,99.7,WMC,2006-06-10,EM,,Memphis,TN,892.0
2149,99.7,WJKD,2007-07-14,EM,,Vero Beach,FL,914.0
2125,99.7,CHPH,2019-07-13,E,,Wemindji,QC,927.0
2132,99.7,KMAC,2007-05-22,E,,Gainesville,MO,986.0
2150,99.7,WJMI,2006-05-26,E,,Jackson,MS,1017.0
2138,99.7,KXFT,2008-07-31,EM,,Manson,IA,1038.0
2139,99.7,KYYS,2007-06-25,EM,,Kansas City,MO,1050.0
2128,99.7,KBTN,2006-06-10,E,,Neosho,MO,1083.0
2137,99.7,KXDL,2006-06-08,E,,Browerville,MN,1087.0
2131,99.7,KKCK,2005-06-18,EM,,Marshall,MN,1134.0
2133,99.7,KMJJ,2008-07-07,E,,Shreveport,LA,1173.0
2129,99.7,KETE,2014-07-04,E,,Sulphur Bluff,TX,1225.0
2130,99.7,KHLT,2014-06-22,E,,Belle Plaine,KS,1233.0
2134,99.7,KNID,2006-06-10,E,,Alva,OK,1290.0
2140,99.7,KZLS,2010-05-31,E,,Mustang,OK,1290.0
2136,99.7,KVST,2009-06-12,E,,Willis,TX,1341.0
2135,99.7,KOGA,2007-06-26,E,,Ogalla,NE,1388.0
2126,99.7,KBCY,2008-06-24,E,,Tye,TX,1500.0
5993,99.7,KWPS,2015-08-11,Es,USA,Caddo Valley,AR,1085
3099,99.7,KBBC,2016-07-12,Es,USA,Tishomingo,OK,1263
1583,99.7,CHJM,2015-09-02,Tropo,CAN,Beauceville,QC,477
479,99.7,WGMA,2015-06-03,Es,USA,Silver Springs Shore,FL,848
3324,99.7,KTTR,2016-07-12,Es,USA,St. James,MO,920
2143,99.7,WBHX,2005-04-11,G,,Tuckerton,NJ,
2146,99.7,WEAN,2005-04-11,T,,Wakefield,RI,
2151,99.7,WJUX,2005-04-11,T,,Monticello,NY,
2165,99.7,WYFI,2005-04-11,TM,,Norfolk,VA,
2202,99.9,WHHS,2012-10-30,T,,Havertown,PA,29.0
2200,99.9,WFRE,2005-05-15,T,,Frederick,MD,150.0
2211,99.9,WQBR,2008-09-02,T,,Avis,PA,155.0
2203,99.9,WIII,2011-07-08,T,,Cortland,NY,183.0
2221,99.9,WXRG,2011-05-28,T,,Athol,MA,217.0
2213,99.9,WQRC,2005-06-02,T,,Barnstable,MA,256.0
2216,99.9,WTHT,2005-10-03,T,,Auburn,ME,351.0
2196,99.9,WCMC,2011-05-24,T,,Holly Springs,NC,368.0
2206,99.9,WKXB,2013-06-13,E,,Boiling Spring Lakes,NC,438.0
2207,99.9,WMTC,2012-10-30,M,,Vancleve,KY,496.0
2195,99.9,WCHD,2012-10-30,M,,Kettering,OH,499.0
2215,99.9,WTHI,2009-07-06,E,,Terre Haute,IN,670.0
2168,99.9,CFVM,2011-06-18,E,,Amqui,QC,678.0
2197,99.9,WCPQ,2012-11-01,M,,Park Forest,IL,686.0
2170,99.9,CHTN-1,2010-05-14,E,,Elmira,PEI,771.0
2210,99.9,WOOZ,2013-05-26,E,,Harrisburg,IL,775.0
2201,99.9,WGNE,2010-06-02,E,,Middleburg,FL,778.0
2212,99.9,WQNR,2006-06-10,E,,Tallassee,AL,809.0
2204,99.9,WIZD,2009-07-09,E,,Rudolph,WI,812.0
2194,99.9,WANK,2010-05-03,E,,Lafayette,FL,850.0
2177,99.9,KFAV,2008-06-27,E,,Warrenton,MO,869.0
2214,99.9,WSMS,2008-05-29,E,,Artesia,MS,883.0
2219,99.9,WXJB,2015-06-03,E,,Homosassa,FL,892.0
2198,99.9,WDRK,2011-06-25,E,,Cornell,WI,910.0
2176,99.9,KCWN,2010-07-16,E,,New Sharon,IA,938.0
