,Freq,Calls,Date,Prop,Country,City,State,Miles
1220,94.3,WPMJ,2005-08-08,E,,Chillicothe,IL,773.0
1219,94.3,WNFB,2013-07-11,E,,Lake City,FL,825.0
1214,94.3,WIZB,2007-05-09,E,,Abbeville,AL,838.0
1226,94.3,WXRZ,2014-06-22,E,,Corinth,MS,839.0
1203,94.3,CJSD,2012-06-10,E,,Thunder Bay,ON,913.0
1205,94.3,KATI,2005-06-18,E,,California,MO,946.0
1229,94.3,WZZR,2006-05-28,E,,Riviera Beach,FL,971.0
1217,94.3,WKZW,2007-05-09,E,,Sandersville,MS,1001.0
1207,94.3,KULO,2012-06-10,E,,Alexandria,MN,1110.0
1222,94.3,WTIX,2010-06-02,E,,Galliano,LA,1118.0
1211,94.3,WGMX,2007-05-13,E,,Marathon,FL,1126.0
1206,94.3,KCVW,2007-05-11,E,,Kingman,MO,1250.0
1202,94.3,CHIQ,2006-07-11,E,,Winnipeg,MB,1278.0
1204,94.3,HIEA,2015-06-15,E,,Villa Durate,DR,1430.0
247,94.3,WBAD,2015-05-14,Es,USA,Leland,MS,1006
5895,94.3,W232DJ,2019-09-17,Tropo,USA,Ocean City,MD,105
3254,94.3,KAMO,2016-07-12,Es,USA,Rogers,AR,1072
5363,94.3,KDAM,2018-06-20,Es,USA,Hartington,NE,1192
4499,94.3,KXOO,2017-06-25,Es,USA,Elk City,OK,1388
1592,94.3,WVRH,2015-09-06,Tropo,USA,Norlina,NC,302
5522,94.3,WRHD,2018-07-14,Tropo,USA,Greenville,NC,332
1134,94.3,WZKB,2015-07-30,Tropo,USA,Wallace,NC,397
5154,94.3,WKKJ,2018-06-20,Es,USA,Chillicothe,OH,445
5502,94.3,WCMG,2018-07-09,Tropo,USA,Latta,SC,460
6239,94.3,WWNQ,2015-08-11,Es,USA,Columbia,SC,537
5963,94.3,WNFZ,2015-08-11,Es,USA,Powell,TN,579
4323,94.3,WZOC,2017-06-25,Es,USA,Plymouth,IN,617
2069,94.3,WTHP,2015-12-30,Es,USA,Gibson,GA,632
5128,94.3,WULF,2018-06-20,Es,USA,Hardinsburg,KY,638
5959,94.3,WJTT,2015-08-11,Es,USA,Red Bank,TN,668
3537,94.3,WJKL,2016-07-12,Es,USA,Oakbrook Terrace Tower,IL,707
2511,94.3,WRND,2016-06-29,Es,USA,Oak Grove,KY,727
1884,94.3,WJJM,2015-12-30,Es,USA,Lewisburg,TN,728
2080,94.3,WLEL,2015-12-30,Es,USA,Ellaville,GA,749
3756,94.3,WYDR,2016-07-12,Es,USA,Sherwood,WI,758
3148,94.3,WKYX,2016-07-12,Es,USA,Golconda,IL,768
2057,94.3,WGZZ,2015-12-30,Es,USA,Alexander City,AL,777
3312,94.3,WMKR,2016-07-12,Es,USA,Pana,IL,777
3803,94.3,WZNL,2016-07-12,Es,USA,Iron Mountain,MI,791
1874,94.3,WTJJ,2015-12-30,Es,USA,Dyer,TN,828
1804,94.3,WRMS,2015-12-30,Es,USA,Beardstown,IL,833
877,94.3,WQZX,2015-06-30,Es,USA,Greenville,AL,864
3592,94.3,WQPC,2016-07-12,Es,USA,Prairie Du Chien,WI,877
1082,94.3,W232CF,2015-07-05,Es,USA,Fort Walton Beach,FL,938
2116,94.3,KCMC,2015-12-31,Es,USA,Viola,AR,971
1212,94.3,WILW,2005-04-11,T,,Avalon,NJ,
1215,94.3,WJLK,2005-04-11,G,,Asbury Park,NJ,
1216,94.3,WKXP,2005-04-11,T,,Kingston,NY,
2136,94.3,KPOP,2015-12-31,Es,USA,Hartshorne,,
1237,94.5,WDAC,2007-06-29,T,,Lancaster,PA,78.0
1243,94.5,WYYY,2011-07-29,T,,Syracuse,NY,207.0
1242,94.5,WRVQ,2012-05-20,T,,Richmond,VA,231.0
1238,94.5,WJMN,2012-08-26,T,,Boston,MA,239.0
1240,94.5,WNED,2013-11-23,T,,Buffalo,NY,270.0
1236,94.5,WCMS,2011-09-03,T,,Hatteras,NC,327.0
1239,94.5,WJOX,2011-07-03,E,,Birmingham,AL,809.0
1235,94.5,WCFB,2013-07-11,E,,Daytona Beach,FL,857.0
1230,94.5,KKLR,2012-07-24,E,,Poplar Bluff,MO,876.0
1232,94.5,KSTP,2014-07-06,E,,St. Paul,MN,991.0
1233,94.5,KTBZ,2011-07-12,E,,Houston,TX,1376.0
421,94.5,WARO,2015-06-03,Es,USA,Naples,FL,1018
5662,94.5,KKEZ,2019-06-05,Es,USA,Fort Dodge,IA,1030
3155,94.5,KFPW,2016-07-12,Es,USA,Fort Smith,AR,1122
5378,94.5,KDLB,2018-06-20,Es,USA,Staples,MN,1158
899,94.5,KRUF,2015-06-30,Es,USA,Shreveport,LA,1179
231,94.5,KSMB,2015-05-14,Es,USA,Lafayette,LA,1185
5733,94.5,KLIQ,2019-06-21,Es,USA,Hastings,NE,1271
4530,94.5,KSOC,2017-06-26,Es,USA,Allen,TX,1299
5299,94.5,KPLO,2018-06-20,Es,USA,Reliance,SD,1311
5324,94.5,KQDY,2018-06-20,Es,USA,Bismarck,ND,1386
4417,94.5,WXKR,2017-06-25,Es,USA,Port Clinton,OH,465
3738,94.5,WTNR,2016-07-12,Es,USA,Holland,MI,620
4423,94.5,WKTI,2017-06-25,Es,USA,Milwaukee,WI,719
5028,94.5,WLRW,2018-06-19,Es,USA,Champaign,IL,720
5377,94.5,WHPY,2018-06-20,Es,USA,Bellevue,TN,722
4433,94.5,WTMB,2017-06-25,Es,USA,Tomah,WI,858
6232,94.5,WFLF,2015-08-11,Es,USA,Parker,FL,917
4674,94.5,KRXL,2017-07-27,Es,USA,Kirksville,MO,938
1241,94.5,WPST,2005-04-11,G,,Trenton,NJ,
1261,94.7,W234AX,2014-08-30,T,,Allentown,PA,64.0
1267,94.7,WLIR-LP,2007-10-05,T,,Ridge,NY,112.0
1265,94.7,WIAD,2005-05-15,T,,Bethesda,MD,147.0
1269,94.7,WMAS,2007-07-10,T,,Springfield,MA,178.0
1271,94.7,WMTT,2013-08-23,T,,Tioga,PA,189.0
1270,94.7,WMHI,2012-07-06,T,,Cape Vincent,NY,284.0
1275,94.7,WQDR,2005-09-12,T,,Raleigh,NC,368.0
1280,94.7,WWBD,2010-06-02,E,,Sumter,SC,514.0
1262,94.7,WAAW,2010-06-02,E,,Williston,SC,592.0
1263,94.7,WFBQ,2013-07-26,E,,Indianapolis,IN,603.0
1268,94.7,WLS,2010-06-24,E,,Chicago,IL,680.0
1283,94.7,WZOR,2013-07-26,E,,Mishicot,WI,724.0
1276,94.7,WQQR,2010-05-30,E,,Clinton,KY,784.0
1255,94.7,KSHE,2007-06-18,E,,Crestwood,MO,835.0
1274,94.7,WOJG,2010-06-16,E,,Bolivar,TN,840.0
1273,94.7,WOFM,2007-05-11,E,,Mosinee,WI,842.0
1279,94.7,WTBF,2006-06-18,E,,Brundidge,AL,852.0
1251,94.7,KMCH,2009-07-07,E,,Manchester,IA,875.0
1250,94.7,KKLV,2007-05-22,E,,Turrell,AR,910.0
1258,94.7,KTTS,2007-05-11,E,,Springfield,MO,1003.0
1281,94.7,WWJK,2006-05-26,E,,Jackson,MS,1017.0
1254,94.7,KNSG,2010-06-17,E,,Springfield,MN,1086.0
1256,94.7,KSKK,2007-06-26,E,,Staples,MN,1088.0
1252,94.7,KNEN,2007-06-26,E,,Norfolk,NE,1192.0
1245,94.7,CHOZ,2008-06-27,E,,Saint John's,NF,1207.0
1253,94.7,KNOX,2008-06-09,E,,Grand Forks,ND,1226.0
1247,94.7,CMCA,2015-06-03,E,,La Habana,Cuba,1240.0
1257,94.7,KSKU,2007-05-11,E,,Sterling,KS,1262.0
1249,94.7,KHBZ,2006-06-10,E,,Oklahoma City,OK,1272.0
1259,94.7,KVLL,2013-07-08,E,,Wells,TX,1280.0
1248,94.7,KAMX,2009-06-12,E,,Luling,TX,1457.0
1272,94.7,WODA,2011-07-05,E,,Bayamon,PR,1599.0
1260,94.7,KZAL,2015-06-22,E,,Manson,WA,2296.0
859,94.7,KYHD,2015-06-30,Es,USA,Valliant,OK,1194
359,94.7,CMME,2015-06-03,Es,CUB,Yateras,gu,1359
3867,94.7,CKLF,2016-07-21,Es,CAN,Brandon,MB,1423
5390,94.7,KCNB,2018-06-21,Es,USA,Chadron,NE,1461
57,94.7,WIYN,2014-08-30,Tropo,USA,Deposit,NY,155
71,94.7,WXBB,2014-08-30,Tropo,USA,Erie,PA,319
78,94.7,CHKX,2014-08-30,Tropo,CAN,Hamilton,ON,348
1113,94.7,WSNY,2015-07-16,Tropo,USA,Upper Arlington,OH,443
1822,94.7,WCSX,2015-12-30,Es,USA,Detroit,MI,476
4328,94.7,WCVM,2017-06-25,Es,USA,Bronson,MI,568
5129,94.7,WFIA,2018-06-20,Es,USA,Clarksville,IN,612
2942,94.7,W234AD,2016-07-12,Es,USA,Decatur,AL,768
2067,94.7,WDEC,2015-12-30,Es,USA,Americus,GA,770
2419,94.7,WZYK,2016-06-09,Es,USA,Mayfield,KY,787
3468,94.7,KMCN,2016-07-12,Es,USA,Clinton,IA,823
3621,94.7,KCLH,2016-07-12,Es,USA,Caledonia,MN,904
448,94.7,WPHR,2015-06-03,Es,USA,Gifford,FL,911
3027,94.7,KLJK,2016-07-12,Es,USA,Weiner,AR,930
1264,94.7,WFME,2005-04-11,G,,Newark,NE,
1277,94.7,WRDX,2005-04-11,T,,Dover,DE,
1246,94.7,CMBD-4,2015-06-03,E,,Cienfuegos,Cuba,
1334,94.9,WRSD,2008-05-29,G,,Folsom,PA,33.0
1311,94.9,W235AT,2008-05-06,T,,Coatesville,PA,58.0
1308,94.9,W235AA,2010-09-03,T,,Wilkes-Barre,PA,93.0
1313,94.9,W235BI,2012-11-05,T,,Middletown,NY,94.0
1312,94.9,W235BB,2006-03-28,T,,Hauppage,NY,97.0
1309,94.9,W235AL,2007-05-04,T,,Ocean City,MD,120.0
1321,94.9,WJJF,2012-02-27,G,,Montauk,NY,161.0
1322,94.9,WKLL,2008-05-04,T,,Frankfort,NY,210.0
1319,94.9,WHKS,2014-08-30,T,,Port Allegany,PA,236.0
1286,94.9,CKGE,2013-09-09,T,,Oshawa,ON,335.0
1335,94.9,WSLC,2005-06-12,TM,,Roanoke,VA,352.0
1331,94.9,WQMX,2013-10-10,T,,Medina,OH,365.0
1285,94.9,CIMF,2005-10-05,T,,Hull,QC,376.0
1318,94.9,WEKV,2014-08-28,T,,South Webster,OH,435.0
1340,94.9,WVCO,2011-10-08,T,,Loris,SC,476.0
1316,94.9,WAEZ,2008-06-10,TM,,Greeneville,TN,512.0
1333,94.9,WREW,2011-06-17,M,,Fairfield,OH,521.0
1326,94.9,WMMQ,2011-11-02,M,,Lansing,MI,535.0
1288,94.9,CKWM,2005-09-22,TEM,,Kentville,NS,625.0
1338,94.9,WUBL,2006-06-18,EM,,Atlanta,GA,683.0
1284,94.9,CIEU,2007-06-18,E,,Carleton,QC,700.0
1317,94.9,WDKB ,2010-07-04,E,,DeKalb,IL,745.0
1339,94.9,WUPZ,2011-06-10,E,,Chocolay Twp.,MI,774.0
1342,94.9,ZFB,2007-08-11,E,,Hamilton,Bermuda,775.0
1327,94.9,WMSR,2008-05-29,E,,Collinwood,TN,792.0
1328,94.9,WOLX,2011-04-27,E,,Baraboo,WI,797.0
1315,94.9,WAAG,2007-06-26,E,,Galesburg,IL,817.0
1287,94.9,CKPE,2008-06-27,EM,,Sydney,NS,844.0
1336,94.9,WTNT,2006-08-02,EM,,Tallahassee,FL,847.0
1314,94.9,W235CJ,2015-06-17,E,,Orlando,FL,868.0
1323,94.9,WKOR,2009-05-10,EM,,Columbus,MS,874.0
1341,94.9,WWRM,2006-05-26,EM,,Tampa,FL,949.0
1324,94.9,WKSJ,2006-06-10,E,,Mobile,AL,975.0
1293,94.9,KGGO,2007-06-26,EM,,Des Moines,IA,978.0
1301,94.9,KQDS,2006-07-11,EM,,Duluth,MN,980.0
1292,94.9,KCPI,2008-07-26,E,,Albert Lea,MN,983.0
1325,94.9,WMGE,2006-05-28,EM,,Miami Beach,FL,1026.0
1294,94.9,KHLR,2007-05-22,E,,Maumelle,AR,1032.0
1291,94.9,KCMO,2008-05-28,E,,Shawnee,MO,1047.0
1343,94.9,ZNM,2006-05-16,E,,Nassau,Bahamas,1049.0
1298,94.9,KMXK,2007-06-26,E,,Cold Spring,MN,1057.0
1305,94.9,KYNF,2006-06-10,E,,Prarie Grove,AR,1104.0
1329,94.9,WPRF,2006-05-26,E,,Reserve,LA,1123.0
1337,94.9,WTQT-LP,2011-07-24,E,,Baton Rouge,LA,1136.0
1310,94.9,W235AM,2007-07-29,E,,Key West,FL,1146.0
1303,94.9,KSBH,2007-05-22,E,,Coushatta,LA,1173.0
1299,94.9,KNCK,2007-06-26,E,,Concordia,KS,1217.0
1296,94.9,KLRJ,2008-07-26,E,,Aberdeen,SD,1244.0
1289,94.9,CMBE,2007-08-11,E,,La Habana,Cuba,1253.0
1290,94.9,CMHW,2006-05-26,E,,Santa Clara,Cuba,1313.0
1297,94.9,KLTY,2006-07-04,E,,Arlington,TX,1334.0
1295,94.9,KJLT,2007-06-26,E,,North Platte,NE,1365.0
1300,94.9,KOLI,2006-07-04,E,,Electra,TX,1391.0
1304,94.9,KTZU,2008-06-09,E,,Velva,ND,1417.0
1307,94.9,RJR,2007-07-29,E,,Coleyville,Jamaica,1522.0
1302,94.9,KQUR,2011-06-10,E,,Laredo,TX,1655.0
1306,94.9,KZWY,2008-08-03,E,,Sheridan,WY,1667.0
3191,94.9,KRMW,2016-07-12,Es,USA,Prairie Grove,AR,1108
3313,94.9,KIND,2016-07-12,Es,USA,Elk City,KS,1151
2431,94.9,K235BK,2016-06-09,Es,USA,Owasso,OK,1182
3996,94.9,W235AV,2016-10-08,Tropo,USA,Worcester,MA,221
3584,94.9,WSJM,2016-07-12,Es,USA,St. Joseph,MI,628
3361,94.9,WRHK,2016-07-12,Es,USA,Danville,IL,678
3247,94.9,WYNG,2016-07-12,Es,USA,Mount Carmel,IL,710
3538,94.9,WDKB,2016-07-12,Es,USA,Dekalb,IL,755
2533,94.9,W235BS,2016-06-29,Es,USA,Birmingham,AL,808
1869,94.9,WKVF,2015-12-30,Es,USA,Bartlett,TN,891
766,94.9,KLCH,2015-06-23,Es,USA,Lake City,MN,951
1320,94.9,WHOM,2005-04-11,T,,Mount Washington,NH,
1330,94.9,WPTE,2005-04-11,T,,Virginia Beach,VA,
1332,94.9,WRBT,2005-04-11,G,,Harrisburg,PA,
1375,95.1,WRBS,2007-06-29,T,,Baltimore,MD,116.0
1376,95.1,WRKI,2005-04-11,T,,Brookfield,CT,119.0
1372,95.1,WQMZ,2011-10-18,T,,Charlottesville,VA,243.0
1381,95.1,WXTK,2005-06-02,T,,West Yarmouth,MA,260.0
1379,95.1,WWGY,2012-06-14,T,,Grove City,PA,302.0
1377,95.1,WRNS,2011-06-01,T,,Kinston,NC,373.0
1367,95.1,WGAC,2013-06-01,E,,Harlem,GA,614.0
1345,95.1,CFCY,2008-06-27,E,,Charlottetown,PE,713.0
1370,95.1,WMGB,2011-07-11,E,,Monetuzma,GA,721.0
1366,95.1,WDZQ,2011-07-26,E,,Decatur,IL,757.0
1361,95.1,WAPE,2011-07-01,E,,Jacksonville,FL,778.0
1378,95.1,WUEZ,2012-07-24,E,,Carterville,IL,793.0
1365,95.1,WCDZ,2011-06-24,E,,Dresden,TN,798.0
1380,95.1,WXFX,2011-06-05,E,,Prattville,AL,828.0
1352,95.1,KMAQ,2011-06-10,E,,Maquoketa,IA,834.0
1364,95.1,WBVD,2011-06-20,E,,Melbourne,FL,893.0
1363,95.1,WBPC,2011-07-01,E,,Ebro,FL,904.0
1374,95.1,WQRB,2013-06-01,E,,Bloomer,WI,913.0
1349,95.1,KCZE,2013-06-01,E,,New Hampton,IA,925.0
1347,95.1,KAMS,2011-05-05,E,,Mammoth Spring,AR,933.0
1371,95.1,WONA,2011-07-11,E,,Winona,MS,940.0
1368,95.1,WKZB,2013-05-26,E,,Marion,MS,941.0
1357,95.1,KTKS,2011-07-01,E,,Versailles,MO,966.0
1344,95.1,CBN-4,2008-06-27,E,,Stephenville,NF,985.0
1353,95.1,KMXL,2011-05-22,E,,Carthage,MO,1072.0
1358,95.1,KWOA,2011-06-10,E,,Worthington,MN,1098.0
1373,95.1,WQNZ,2011-07-11,E,,Natchez,MS,1101.0
1356,95.1,KRKR,2011-06-10,E,,Waverly,NE,1158.0
1350,95.1,KEWL,2011-06-20,E,,New Boston,TX,1176.0
1348,95.1,KBVB,2010-06-17,E,,Barnesville,MN,1189.0
1355,95.1,KQCV,2011-05-22,E,,Shawnee,OK,1223.0
1351,95.1,KICT,2009-07-09,E,,Wichita,KS,1228.0
1359,95.1,KYKR,2011-06-10,E,,Beaumont,TX,1283.0
1346,95.1,CHVN,2011-06-25,E,,Winnipeg,MB,1287.0
1354,95.1,KNDE,2012-06-04,E,,College Station,TX,1376.0
1383,95.1,XHNX,2015-06-23,E,,Iraputo,MX,2056.0
5369,95.1,KSQY,2018-06-20,Es,USA,Deadwood,SD,1518
3434,95.1,KATC,2016-07-12,Es,USA,Colorado Springs,CO,1608
5022,95.1,KOLZ,2018-06-19,Es,USA,Corrales,NM,1781
1619,95.1,WNKS,2015-09-06,Tropo,USA,Charlotte,NC,472
3689,95.1,WAJI,2016-07-12,Es,USA,Fort Wayne,IN,559
5498,95.1,WSSX,2018-07-09,Tropo,USA,Charleston,SC,567
5143,95.1,W236AN,2018-06-20,Es,USA,Floyd's Knobs,IN,608
2402,95.1,WGGC,2016-06-09,Es,USA,Bowling Green,KY,656
3848,95.1,WFAV,2016-07-15,Es,USA,Kankakee,IL,692
3548,95.1,WIIL,2016-07-12,Es,USA,Kenosha,WI,711
1922,95.1,WRTT,2015-12-30,Es,USA,Decatur,AL,744
562,95.1,WLST,2015-06-21,Es,USA,Marinette,WI,751
1382,95.1,WZZO,2005-04-11,G,,Allentown,PA,
1360,95.1,W236AF,2005-04-11,G,,Burlington,NJ,
1362,95.1,WAYV,2005-04-11,G,,Atlantic City,NJ,
1413,95.3,W237CD,2008-07-12,T,,Harrisonville,NJ,58.0
1416,95.3,W237DC,2008-05-06,T,,New Holland,PA,65.0
1424,95.3,WDNH,2005-06-11,T,,Honesdale,PA,103.0
1417,95.3,W237DE,2010-07-23,T,,Harrisburg,PA,115.0
1455,95.3,WZWW,2012-10-03,T,,Bellefonte,PA,170.0
1454,95.3,WZRV,2007-10-04,T,,Front Royal,VA,198.0
1440,95.3,WPVQ,2008-06-16,T,,Greenfield,MA,211.0
1435,95.3,WKHK,2005-04-11,T,,Colonial Heights,VA,233.0
1431,95.3,WHRB,2005-09-22,T,,Cambridge,MA,248.0
1432,95.3,WJPA,2012-07-07,T,,Washington,PA,287.0
1437,95.3,WOBR,2006-07-02,T,,Wanchese,NC,297.0
1445,95.3,WSKX,2008-07-13,T,,York Center,ME,301.0
1386,95.3,CING,2008-09-20,T,,Hamilton,ON,334.0
1449,95.3,WWWA,2013-10-16,T,,Winslow,ME,409.0
1427,95.3,WFRK,2014-06-29,T,,Quinby,SC,489.0
1421,95.3,WBCK,2011-08-03,E,,Battle Creek,MI,559.0
1420,95.3,WAOR,2008-12-29,M,,Niles,MI,608.0
1429,95.3,WGVS,2011-08-03,E,,Whitehall,MI,634.0
1423,95.3,WBPE,2010-06-30,E,,Brookston,IN,635.0
1439,95.3,WPLZ,2014-12-26,E,,Ooltewah,TN,669.0
1436,95.3,WLFH,2010-06-30,E,,Rantoul,IL,702.0
1385,95.3,CHOE,2011-06-18,E,,Matane,QC,703.0
1425,95.3,WEZG,2008-08-02,E,,Morganfield,KY,707.0
1446,95.3,WSRM,2008-07-22,E,,Coosa,GA,710.0
1442,95.3,WRKX,2008-07-22,E,,Ottawa,IL,740.0
1411,95.3,W237AA,2011-08-03,E,,Appleton,WI,750.0
1451,95.3,WXRO,2011-06-25,E,,Beaver Dam,WI,758.0
1444,95.3,WRXX,2008-08-02,E,,Centralia,IL,765.0
1443,95.3,WRLD,2005-07-08,E,,Valley,AL,768.0
1433,95.3,WJYF,2006-05-21,E,,Nashville,GA,782.0
1384,95.3,CBVN,2007-06-18,E,,Magdalen Island,QC,813.0
1419,95.3,WADI,2006-06-29,E,,Corinth,MS,826.0
1447,95.3,WTBG,2010-06-10,E,,Brownville,TN,846.0
1426,95.3,WFFN,2008-06-23,E,,Coaling,AL,858.0
1441,95.3,WPYO,2006-06-18,E,,Maitland,FL,882.0
1406,95.3,KOKX,2008-08-02,E,,Keokuk,IA,884.0
1450,95.3,WXCV,2007-05-22,E,,Homosassa Springs,FL,898.0
1410,95.3,KXMO,2007-05-11,E,,Owensville,MO,899.0
1408,95.3,KQMG,2007-06-26,E,,Independence,IA,899.0
1390,95.3,KAGE,2011-07-08,E,,Winona,MN,905.0
1448,95.3,WVIM,2008-08-04,E,,Coldwater,MS,909.0
1389,95.3,K237FI,2013-07-13,E,,Jonesboro,AR,917.0
1452,95.3,WXXZ,2010-04-11,EM,,Grand Marais,MN,945.0
1418,95.3,W237DI,2010-05-03,E,,West Tampa,FL,946.0
1428,95.3,WGMO,2007-06-25,E,,Shell Lake,WI,948.0
1415,95.3,W237CW,2013-07-12,E,,Pinellas Park,FL,956.0
1400,95.3,KIFG,2007-06-25,E,,Iowa Falls,IA,968.0
1409,95.3,KVHU,2008-08-02,E,,Judsonia,AR,971.0
1405,95.3,KNOF,2014-07-06,E,,St. Paul,MN,989.0
1412,95.3,W237BD,2010-05-03,E,,Pompano Beach,FL,1002.0
1438,95.3,WOLZ,2007-05-31,EM,,Fort Myers,FL,1024.0
1395,95.3,KDKD,2006-06-10,E,,Clinton,MO,1028.0
1453,95.3,WZNF,2006-05-26,E,,Lumberton,MS,1029.0
1414,95.3,W237CP,2013-07-26,E,,Miami,FL,1042.0
1392,95.3,KCSI,2007-06-26,EM,,Red Oak,IA,1070.0
1394,95.3,KDJS,2005-06-18,E,,Willimar,MN,1091.0
1393,95.3,KCXY,2007-05-22,E,,East Camden,AR,1093.0
1396,95.3,KERX,2007-07-23,E,,Paris,AR,1101.0
1401,95.3,KINZ,2006-06-10,E,,Humboldt,KS,1125.0
1398,95.3,KHCA,2012-07-08,E,,Wamego,KS,1145.0
1407,95.3,KQKI,2006-05-26,E,,Bayou Vista,LA,1178.0
1397,95.3,KFRO,2007-07-14,E,,Gilmer,TX,1228.0
1387,95.3,CMIG,2007-06-16,E,,Ciego de Avila,Cuba,1281.0
1399,95.3,KHYI,2007-01-08,E,,Howe,TX,1296.0
1391,95.3,KBBN,2007-06-26,E,,Broken Arrow,NE,1308.0
1402,95.3,KLXS,2005-05-26,E,,Pierre,SD,1333.0
1403,95.3,KMGZ,2006-07-04,E,,Lawton,OK,1351.0
1404,95.3,KNEL,2008-08-02,E,,Brady,TX,1506.0
1388,95.3,HIK-32,2012-07-04,E,,Santo Domingo,DR,1523.0
1458,95.3,XHRT,2010-06-18,E,,Reynosa,MX,1660.0
1457,95.3,XHROO,2011-05-31,E,,Chetumal,MX,1695.0
1456,95.3,XHOX,2011-07-12,E,,Tampico,MX,1825.0
1459,95.3,XHSH,2015-06-23,E,,Mexico City,MX,2026.0
2474,95.3,CBNQ,2016-06-12,Es,CAN,Trepassey,NL,1163
5379,95.3,K237FJ,2018-06-20,Es,USA,Thief River Falls,MN,1205
5671,95.3,K237EL,2019-06-05,Es,USA,Huron,SD,1237
3870,95.3,KKWZ,2016-07-21,Es,USA,Crary,ND,1312
5835,95.3,KWKN,2019-07-20,Es,USA,Wakeeney,KS,1336
4534,95.3,KOME,2017-06-26,Es,USA,Meridian,TX,1397
1645,95.3,WBKT,2015-09-23,Tropo,USA,Norwich,NY,183
5277,95.3,WQTE,2018-06-20,Es,USA,Adrian,MI,510
5131,95.3,WIKI,2018-06-20,Es,USA,Carrollton,KY,573
1829,95.3,WCFX,2015-12-30,Es,USA,Clare,MI,586
5156,95.3,WUME,2018-06-20,Es,USA,Paoli,IN,638
5278,95.3,W237BV,2018-06-20,Es,USA,Hopkinsville,KY,725
3561,95.3,WRTB,2016-07-12,Es,USA,Winnebago,IL,772
6215,95.3,WVKV,2015-08-11,Es,USA,Adel,GA,774
1919,95.3,W237EJ,2015-12-30,Es,USA,Gainesville,,827
1800,95.3,K237DH,2015-12-30,Es,USA,Pella,IA,971
1430,95.3,WHFM,2005-04-11,T,,Southampton,NY,
1422,95.3,WBLJ,2005-04-11,T,,Shamokin,PA,
1434,95.3,WKDB,2005-04-11,G,,Laurel,DE,
1479,95.5,W238BY,2010-08-08,T,,Crisfield,MD,158.0
1480,95.5,WBRU,2006-05-31,T,,Providence,RI,214.0
1481,95.5,WFGI,2007-09-19,T,,Johnstown,PA,222.0
1461,95.5,CJOJ,2013-11-06,T,,Belleville,ON,315.0
1496,95.5,WPWZ,2013-06-21,T,,Pinetops,NC,328.0
1482,95.5,WFHM,2012-08-30,T,,Cleveland,OH,362.0
1486,95.5,WHPE,2008-09-21,T,,High Point,NC,406.0
1487,95.5,WIBZ,2010-06-02,E,,Wedgefield,SC,526.0
1489,95.5,WIXV,2010-06-02,E,,Savannah,GA,665.0
1493,95.5,WNUA,2007-05-11,E,,Chicago,IL,679.0
1484,95.5,WGLO,2013-07-26,E,,Pekin,IL,776.0
1488,95.5,WIFC,2013-07-26,E,,Wausau,WI,826.0
1483,95.5,WFUN,2008-07-22,E,,Bethalto,IL,830.0
1492,95.5,WNDD,2010-06-02,E,,Silver Springs,FL,853.0
1467,95.5,KJEZ,2012-07-24,E,,Poplar Bluff,MO,868.0
1490,95.5,WJDB,2006-06-10,E,,Thomasville,AL,926.0
1491,95.5,WLDI,2006-06-18,E,,Fort Pierce,FL,953.0
1471,95.5,KRDS,2010-06-17,E,,New Prague,MN,1003.0
1474,95.5,KTOZ,2014-07-01,E,,Pleasant Hope,MO,1013.0
1462,95.5,KAAN,2007-05-11,E,,Bethany,MO,1020.0
1485,95.5,WHLH,2008-07-22,E,,Jackson,MS,1024.0
1469,95.5,KKZY,2006-07-11,E,,Bemidji,MN,1116.0
1465,95.5,KGLI,2007-05-11,E,,Sioux City,IA,1125.0
1470,95.5,KNDY,2008-07-08,E,,Marysville,KS,1157.0
1472,95.5,KRRQ,2006-05-09,E,,Layfayette,LA,1187.0
1476,95.5,KWEN,2007-05-06,E,,Tulsa,OK,1187.0
1466,95.5,KITX,2008-05-29,E,,Hugo,OK,1214.0
1475,95.5,KVOB,2008-05-28,E,,Lindsborg,KS,1223.0
1463,95.5,KAFX,2007-01-08,E,,Diboll,TX,1266.0
1464,95.5,KAHE,2012-06-11,E,,Dodge City,KS,1379.0
1477,95.5,KXPN,2013-05-16,E,,Scotland,TX,1383.0
1473,95.5,KSDZ,2007-06-26,E,,Gordon,NE,1427.0
1468,95.5,KKMJ,2013-07-14,E,,Austin,TX,1457.0
1460,95.5,4VLB-FM-7,2016-06-14,E,,Jeremie,Haiti,1465.0
4032,95.5,WPPI,2016-10-13,Tropo,USA,Topsham,ME,366
4970,95.5,WQHY,2018-06-15,Es,USA,Prestonsburg,KY,461
3769,95.5,WKQI,2016-07-12,Es,USA,Detroit,MI,478
1678,95.5,CJLS,2015-10-13,Tropo,CAN,Yarmouth,NS,525
5234,95.5,WFMS,2018-06-20,Es,USA,Indianapolis,IN,601
1976,95.5,WSBB,2015-12-30,Es,USA,Doraville,GA,643
565,95.5,WQEZ,2015-06-21,Es,USA,Glen Arbor,MI,671
3541,95.5,WEBG,2016-07-12,Es,USA,Oak Park,IL,690
948,95.5,WSM,2015-06-30,Es,USA,Nashville,TN,712
5969,95.5,WFMH,2015-08-11,Es,USA,Hackleburg,AL,825
2031,95.5,WTVY,2015-12-30,Es,USA,Dothan,AL,840
2968,95.5,WOXD,2016-07-12,Es,USA,Oxford,MS,903
